name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"41.094064, 29.090658",2017-01-01T00:00:00,2.6,-0.2,2.4,98.21,0,0,,,,36.3,10.3,327,1025,90,6.4,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T01:00:00,2.9,0.3,1.1,88.04,0,0,,,,,9.2,318,1024.8,90,6.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T02:00:00,2.2,-0.3,1.2,92.81,0,0,,,,,8.6,288,1024.9,90,7.8,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T03:00:00,1.8,-0.2,1.6,98.56,6.57,100,"rain,snow",,,36.1,6.4,299,1025.7,90,7.5,0,,0,,"Snow, Rain, Partially cloudy",rain,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T04:00:00,2,-0.4,1,93.09,0,0,,,,,8.2,282,1025.5,90,8.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T05:00:00,2,-0.8,0.9,92.51,0,0,,,,,9.3,289,1025,90,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T06:00:00,1.3,1.3,1.1,98.38,0,0,,,,20.6,4.4,240,1025.3,90,10.6,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T07:00:00,2,0,0.6,90.47,0,0,,,,,6.6,293,1025,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T08:00:00,1.9,-0.4,0,87.4,0,0,,,,,7.7,293,1025.2,90,10,4.2,0,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T09:00:00,0.3,0.3,0,97.85,17.21,100,"rain,snow",,,20.4,4,242,1025.9,90,6.3,62.5,0.2,1,,"Snow, Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T10:00:00,0.6,-1.2,0.1,97,0,0,,,,,5.7,225,1026.2,90,6.1,165.4,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T11:00:00,1.2,1.2,0.5,95.06,0,0,,,,,4,207,1026.5,90,6.3,283.1,1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T12:00:00,2.3,2.3,0.7,89,0,0,,,,13.3,4.5,198,1026.4,89,9,361.6,1.3,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T13:00:00,4.3,4.3,0.7,77.56,0,0,,,,,3.3,205,1025.3,87.9,10.6,381.6,1.4,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T14:00:00,6,6,1.1,71.12,0,0,,,,,4.7,204,1024.5,79.5,10.6,344.9,1.2,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T15:00:00,4.7,2.4,0,71.6,0.19,100,rain,,,20.3,9.4,196,1024.2,59.7,14.8,271.9,1,3,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T16:00:00,4.5,2.6,0.2,73.41,0,0,,,,,7.8,206,1024.2,49.8,19,141.8,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T17:00:00,4,2.6,-0.2,73.82,0,0,,,,,6,220,1024.1,33.3,19.1,19.2,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T18:00:00,3.3,1.7,0,79.44,0,0,,,,18.2,6,216,1024.2,42.6,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T19:00:00,2.3,2.3,0,84.74,0,0,,,,,4.2,224,1024.2,42,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T20:00:00,1.7,1.7,-0.1,87.93,0,0,,,,,2.4,225,1024.1,31.8,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T21:00:00,2.2,2.2,0.1,86.16,0,0,,,,18.2,4.3,235,1024.2,31.4,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-01T22:00:00,4,2.1,0,75.14,0,0,,,,,7.5,211,1023.9,54.3,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-01T23:00:00,3.8,1.6,0.2,77.06,0,0,,,,,8.6,220,1023.6,54.3,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T00:00:00,2.3,2.3,0.1,85.78,0,0,,,,11.9,4.5,207,1024,4.5,10.6,0,,0,,Clear,clear-night,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T01:00:00,3.4,0.8,0,78.91,0,0,,,,,9.8,195,1023.4,26.5,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T02:00:00,3.4,0.3,-0.2,77.74,0,0,,,,,11.7,172,1023.2,32.7,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T03:00:00,2.6,0.8,0.6,87.15,0,0,,,,14,6.4,214,1023.4,2.6,10.6,0,,0,,Clear,clear-night,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T04:00:00,3.1,0.5,-0.6,76.73,0,0,,,,,9.7,193,1023.1,27.9,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T05:00:00,3.1,-0.3,-1,74.54,0,0,,,,,12.9,182,1022.8,27.9,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T06:00:00,1.4,1.4,0.2,91.69,0,0,,,,13.3,2.4,251,1022.9,1.4,10.6,0,,0,,Clear,clear-night,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T07:00:00,1.9,-0.4,-0.8,82.02,0,0,,,,,7.9,133,1022.5,27.9,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T08:00:00,2,-0.3,-0.6,82.45,0,0,,,,,7.9,36,1022.9,5.6,14.7,10.6,0,0,,Clear,clear-night,"17063099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T09:00:00,2.2,0.2,-0.1,84.95,0,0,,,,14.4,6.8,211,1023.3,26.1,14.7,127.7,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T10:00:00,2.9,1.7,-0.1,80.76,0,0,,,,,5.1,220,1023.3,0,19.6,273.3,1,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T11:00:00,4.6,2.5,0,71.75,0,0,,,,,8.7,162,1023.1,0,19.6,385.6,1.4,4,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T12:00:00,7.1,5.9,0.4,62.49,0,0,,,,19.7,6.9,213,1022.9,0,19.6,444.4,1.6,4,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T13:00:00,7.2,5.6,0,60.23,0,0,,,,,8.7,214,1022.1,0,19.6,449.9,1.6,4,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T14:00:00,7.5,5.4,-0.7,56.23,0,0,,,,,11.6,197,1021.4,0,19.6,398,1.4,4,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T15:00:00,6,3.8,-0.9,61.49,0,0,,,,26.4,10.3,223,1021.1,0,19.6,293.4,1.1,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T16:00:00,5.7,4.4,-0.8,62.69,0,0,,,,,6.6,215,1021.1,0,19.6,152.1,0.5,2,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T17:00:00,5,2.9,-0.7,67.02,0,0,,,,,8.6,215,1021.1,0,19.6,21.3,0.1,0,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T18:00:00,4,2,-0.7,71.68,0,0,,,,26.1,7.8,219,1021,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T19:00:00,3.5,2.4,-0.4,75.73,0,0,,,,,4.9,221,1020.8,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T20:00:00,3.8,1.6,-0.4,73.73,0,0,,,,,8.5,196,1021,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T21:00:00,3.4,2.2,-0.4,76.09,0,0,,,,25.7,5.2,204,1020.9,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-02T22:00:00,4.3,0.8,-1.2,67.49,0,0,,,,,15.2,175,1020.7,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-02T23:00:00,4.7,1,-0.9,67.36,0,0,,,,,17.2,171,1020.6,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T00:00:00,4.2,2.9,-0.1,73.81,0,0,,,,21.2,5.6,204,1020.7,0.3,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T01:00:00,4.3,0.6,-1,68.38,0,0,,,,,17.2,169,1020.4,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T02:00:00,4.2,0.5,-0.9,69.23,0,0,,,,,17.1,176,1020.3,15.5,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T03:00:00,4.6,2.5,-0.7,68.5,0,0,,,,23,8.9,204,1020.3,35,19.3,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T04:00:00,5.1,1.7,-0.2,68.56,0,0,,,,,16.5,172,1020.4,40.9,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T05:00:00,4.8,1.7,-0.8,66.96,0,0,,,,,14,152,1020.3,58.1,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T06:00:00,4.7,2.1,-0.2,70.67,0,0,,,,27.7,10.8,206,1019.9,4.5,19.3,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T07:00:00,5.7,2.1,-1.1,61.54,0,0,,,,,19.2,193,1020.2,32.7,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T08:00:00,4.7,1.2,-0.9,67.14,0,0,,,,,15.8,152,1020.6,15.5,10,7.1,0,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T09:00:00,5.2,3.6,-0.4,66.87,0,0,,,,27.8,7.2,211,1020.9,57.9,19.3,80.2,0.3,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T10:00:00,5.8,3.8,-0.4,64.59,0,0,,,,,8.9,218,1021.2,31.8,19.1,188.8,0.7,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T11:00:00,7,5,0.1,61.45,0,0,,,,,10.6,212,1021.3,31.8,19.1,244.3,0.9,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T12:00:00,9.1,7.8,1,57.18,0,0,,,,26.5,8.6,210,1020.6,3.9,19.3,329.3,1.2,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T13:00:00,9.4,7.6,1.1,55.98,0,0,,,,,12.1,212,1020,4.5,19.1,289.5,1,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T14:00:00,8.7,7.1,1.1,59.06,0,0,,,,,9.8,213,1019.8,33.4,19.1,298.1,1.1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T15:00:00,8.8,7.8,1.5,60.36,0,0,,,,26.3,7,213,1019.6,43.4,19.1,198.4,0.7,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T16:00:00,8.2,7.2,1.6,63.43,0,0,,,,,6.6,224,1019.5,51.9,19.1,121.3,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T17:00:00,7.7,6.2,1.2,63.52,0,0,,,,,8.7,206,1019.6,42.2,19.1,17.8,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T18:00:00,7.2,6.1,1.3,66.04,0,0,,,,23,6.7,214,1019.9,61,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T19:00:00,6.9,6.9,1.6,68.97,0,0,,,,,3.4,193,1020.3,75.8,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T20:00:00,6.8,5.7,2,71.32,0,0,,,,,6.5,198,1020.3,74.5,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T21:00:00,6.8,5.7,2.1,71.99,0,0,,,,22.7,6.3,209,1020.3,73.7,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-03T22:00:00,6.6,5.4,2.2,73.53,0,0,,,,,6.8,147,1020.2,41.4,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-03T23:00:00,6.4,5,1.9,72.83,0,0,,,,,7.3,136,1020.3,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T00:00:00,5.3,4.1,2.2,80.86,0,0,,,,12.3,5.8,74,1020.4,31.8,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T01:00:00,6.2,5.3,1,69.04,0,0,,,,,5.6,156,1020.1,62.4,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T02:00:00,6.4,4.8,1.2,69.74,0,0,,,,,7.9,161,1019.8,66.7,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T03:00:00,5.2,5.2,2.2,81.31,0,0,,,,12.6,3.7,148,1019.7,76.7,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T04:00:00,6.5,5.4,1.2,69.31,0,0,,,,,6.2,159,1019.8,66.7,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T05:00:00,6,6,1.8,74.63,0,0,,,,,2.7,120,1019.2,77.1,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T06:00:00,5.7,5.7,3.2,84.23,0,0,,,,10,3.7,161,1019.1,61.6,19.1,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T07:00:00,5.7,5.7,0.6,69.84,0,0,,,,,4.8,103,1018.4,77.1,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T08:00:00,5.5,4.2,0.2,68.65,0,0,,,,,6.6,164,1018.4,68.5,10,6.3,0,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T09:00:00,4.3,2.5,3.2,92.15,0,0,,,,10,7.5,154,1018.5,77.5,10.7,74.9,0.3,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T10:00:00,4.4,4.4,3.3,92.47,0,0,,,,,2.5,19,1018.3,75.8,8.2,165.9,0.6,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T11:00:00,6.4,6.4,3.5,81.44,0,0,,,,,2.6,34,1018.1,76.1,8.2,243.6,0.9,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T12:00:00,8.7,8.7,3.6,70.15,0,0,,,,8.7,4.3,98,1017.5,76.8,8.2,280.1,1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T13:00:00,10.4,10.4,2.9,59.61,0,0,,,,,8.1,178,1016.5,58.2,10.7,337.4,1.2,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T14:00:00,10.9,10.9,3.1,58.57,0,0,,,,,9.7,193,1015.7,41.4,19.3,357.1,1.3,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T15:00:00,10.2,10.2,2.9,60.46,0,0,,,,26.1,10,187,1014.9,48.2,19.3,249,0.9,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T16:00:00,10.2,10.2,2.7,59.91,0,0,,,,,10.4,205,1014.5,48.5,19.3,129.2,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T17:00:00,9.7,8.9,3.1,63.54,0,0,,,,,6.6,195,1014.3,38,19.3,19.5,0.1,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T18:00:00,8.8,7.9,3.1,67.51,0,0,,,,26.4,6.6,209,1013.8,36.1,19.3,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T19:00:00,8.7,7.8,2.8,66.5,0,0,,,,,7,183,1013.4,40.1,19.3,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T20:00:00,8.6,7.6,2.8,67.09,0,0,,,,,7,202,1013.2,43.9,19.3,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T21:00:00,9.2,8,3.1,65.54,0,0,,,,26.6,8.7,201,1012.9,45.9,19.3,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-04T22:00:00,8.4,6.8,2.5,66.57,0,0,,,,,9.4,120,1012.7,38.8,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-04T23:00:00,8.1,6.3,2.2,66.11,0,0,,,,,10.6,146,1011.6,30.2,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T00:00:00,8.6,7.8,3.9,72.28,0,0,,,,21.7,6.4,159,1011,77.5,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T01:00:00,9.1,7.6,3,65.52,0,0,,,,,9.6,163,1010.7,79.6,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T02:00:00,9.4,7.3,2.7,62.8,0,0,,,,,14.5,150,1009.7,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T03:00:00,9.7,8.2,3.2,63.92,0,0,,,,25.3,10.5,176,1009.1,79.4,10.7,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T04:00:00,9.2,7.2,3.5,67.63,0,0,,,,,12.7,155,1009.1,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T05:00:00,8.8,7,4.5,74,0,0,,,,,11.7,158,1008.4,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T06:00:00,7.3,6.7,6,91.27,0,0,,,,23.4,5.2,167,1007.9,89.7,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T07:00:00,8.8,6.7,4.6,74.89,0,0,,,,,13.2,150,1007.3,90,10,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T08:00:00,8.7,6.6,5.7,81.46,0,0,,,,,12.8,138,1007.5,90,10,1.8,0,0,,Partially cloudy,partly-cloudy-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-01-05T09:00:00,7.2,7.2,6.8,97.33,0.71,100,rain,,,23.3,2.9,113,1007.9,89.9,8.3,35.6,0.1,0,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T10:00:00,7.9,7.9,7.5,97.26,0,0,,,,,4.1,220,1008.3,89.9,8,129.1,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T11:00:00,8.2,7.7,8,98.33,0,0,,,,,5.2,167,1008.3,89.9,6.2,224.7,0.8,2,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T12:00:00,8.8,7.3,8.5,97.81,0,0,,,,21.5,10,221,1008,89.9,8.6,322.5,1.2,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T13:00:00,8.7,7.1,8.3,97.45,0,0,,,,,10.1,181,1007.3,89.9,8.7,353.5,1.3,4,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T14:00:00,9.8,9.1,9,94.66,0,0,,,,,6.4,182,1007.2,89.3,18.8,335.1,1.2,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T15:00:00,10.1,10.1,8.8,91.31,11.42,100,rain,,,24.7,7.9,176,1007.3,88.1,18.9,250.3,0.9,3,,"Rain, Partially cloudy",rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T16:00:00,10.1,10.1,8.9,91.89,0,0,,,,,6.2,141,1007.4,89.7,19.1,97.5,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T17:00:00,10,10,8.8,92.72,0,0,,,,,2.7,233,1007.8,89.7,14.8,6,0,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T18:00:00,8.7,8.7,7.8,94.13,0,0,,,,17.4,4.2,30,1008.1,89.9,14.8,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T19:00:00,7.9,7.9,7.5,97.32,0,0,,,,,2.6,285,1008.3,89.9,18.2,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-01-05T20:00:00,7.5,6.8,7.1,97.54,0,0,,,,,5.3,20,1008,89.9,19,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
