name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"41.094064, 29.090658",2017-07-06T03:00:00,20.1,20.1,14.2,68.52,0,0,,,,18.7,9.6,8,1016.5,15.1,11.1,0,,0,,Clear,clear-night,"17063099999,17119099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T04:00:00,20,20,14.1,68.89,0,0,,,,,10.3,353,1016.3,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T05:00:00,20.1,20.1,13.7,66.98,0,0,,,,,10.5,7,1016.2,13,10,4.3,0,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T06:00:00,19.3,19.3,14.1,72.07,0,0,,,,9.4,7.7,13,1016.4,14.3,11.1,106.2,0.4,1,,Clear,clear-day,"17063099999,17119099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T07:00:00,20.6,20.6,14.1,66.19,0,0,,,,,9.2,18,1016.4,7.8,10,286.9,1,3,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T08:00:00,22.7,22.7,14.4,59.6,0,0,,,,,13.5,59,1016.4,20.7,10,478.4,1.7,5,,Partially cloudy,partly-cloudy-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T09:00:00,24.8,24.8,16.2,59.06,0,0,,,,23.8,19.3,34,1017,40.7,19.1,656.8,2.4,7,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T10:00:00,25.3,25.3,16.5,58.04,0,0,,,,,17.5,33,1017,41.3,19.1,806.5,2.9,8,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T11:00:00,24.8,24.8,16.9,61.55,0,0,,,,,19.5,30,1016.9,32.9,19.1,914.8,3.3,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T12:00:00,25.1,25.1,17,60.57,0,0,,,,28.9,21,33,1016.9,30.6,19.1,975.3,3.5,10,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T13:00:00,24.9,24.9,17.1,61.84,0,0,,,,,22.7,24,1016.8,31,19.1,980,3.5,10,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T14:00:00,25.4,25.4,16.6,58.15,0,0,,,,,21.3,25,1016.6,14.2,19.1,929.5,3.3,9,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T15:00:00,25.1,25.1,16,57.18,0,0,,,,28.9,21.2,23,1016.3,13.6,19.1,826.3,3,8,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T16:00:00,24.9,24.9,17.1,61.74,0,0,,,,,19.6,23,1016.1,30.4,19.1,682,2.5,7,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T17:00:00,24.5,24.5,16.6,61.41,0,0,,,,,19.3,20,1016.1,38.7,19.1,507,1.8,5,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T18:00:00,23.4,23.4,16.9,67.04,0,0,,,,28.6,17.8,21,1015.8,31,19.1,316.5,1.1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T19:00:00,23.1,23.1,17.2,69.12,0,0,,,,,15.8,21,1015.6,31,19.1,132.3,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T20:00:00,22.7,22.7,17,70.42,0,0,,,,,14.3,23,1015.9,12.9,19.1,10.7,0,0,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T21:00:00,21.8,21.8,16.3,71,0,0,,,,28.6,12.2,30,1016,3.1,19.3,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-06T22:00:00,22.4,22.4,15.8,66.37,0,0,,,,,10.4,42,1016.3,17.1,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-06T23:00:00,21.5,21.5,16.2,71.93,0,0,,,,,10.3,52,1016.6,9.3,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T00:00:00,20.7,20.7,16.1,74.98,0,0,,,,11.2,7.9,52,1016.3,0,11.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T01:00:00,20.5,20.5,15.7,73.81,0,0,,,,,5.6,47,1016.1,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T02:00:00,20.8,20.8,15.8,73.21,0,0,,,,,7.4,42,1015.8,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T03:00:00,19.9,19.9,15.5,75.99,0,0,,,,11.2,5.5,66,1015.4,0,11.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T04:00:00,19.4,19.4,15.5,78.3,0,0,,,,,3.1,19,1015.5,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T05:00:00,18.7,18.7,15.5,81.38,0,0,,,,,3.9,3,1015.8,0,10,3.7,0,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T06:00:00,19,19,15.4,79.39,0,0,,,,7.2,4.1,92,1015.8,0,10.8,96.4,0.3,1,,Clear,clear-day,"17063099999,17119099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T07:00:00,20.1,20.1,15.8,76.1,0,0,,,,,2.7,87,1016.1,0,10,267,1,3,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T08:00:00,22.4,22.4,16,67.31,0,0,,,,,5.9,129,1016.3,0,10,443.6,1.6,4,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T09:00:00,27.9,29.2,19.3,59.44,0,0,,,,8.1,2.4,58,1016.7,27.6,19.6,600.8,2.2,6,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T10:00:00,28.7,30.1,19.3,56.79,0,0,,,,,5.5,24,1016.7,29.2,19.1,782,2.8,8,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T11:00:00,28.4,28.7,16.3,47.97,0,0,,,,,5.9,356,1017.1,30.2,19.1,891.3,3.2,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T12:00:00,28.5,30,19.4,57.71,0,0,,,,12.8,5.9,25,1017,39,19.5,946.3,3.4,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T13:00:00,28,29.6,19.8,61.16,0,0,,,,,8.1,12,1017,40.8,19.1,921,3.3,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T14:00:00,27.1,28.6,19.8,64.17,0,0,,,,,10.1,13,1017,49.7,19.1,824,3,8,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T15:00:00,25.1,25.1,19.6,71.29,0,0,,,,20.3,13.1,18,1017.3,57,19.1,737.8,2.7,7,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T16:00:00,25.9,25.9,18.7,64.62,0,0,,,,,10.4,24,1017.1,56.6,19.1,635.5,2.3,6,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T17:00:00,24.3,24.3,18.6,70.52,0,0,,,,,13.2,16,1017.2,57.4,19.1,483,1.7,5,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T18:00:00,23.5,23.5,18,71.12,0,0,,,,22,14.8,18,1017.2,48.6,19.1,307.3,1.1,3,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T19:00:00,22.8,22.8,17.8,73.4,0,0,,,,,17.9,18,1017.2,39.4,19.5,127.6,0.5,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T20:00:00,22.1,22.1,16.8,71.96,0,0,,,,,17.6,28,1016.8,10.6,19.3,10,0,0,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T21:00:00,21.2,21.2,16.5,74.45,0,0,,,,27.6,11.3,32,1016.6,1,19.3,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-07T22:00:00,22,22,15.1,64.99,0,0,,,,,10.9,88,1016.5,13,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-07T23:00:00,21.1,21.1,14.7,66.48,0,0,,,,,11.7,64,1016.6,13,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T00:00:00,19.7,19.7,15.6,77.27,0,0,,,,18.2,4.2,35,1017,1.5,19.3,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T01:00:00,20.5,20.5,15.1,70.98,0,0,,,,,8.4,65,1016.5,13,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T02:00:00,20.1,20.1,14.7,70.68,0,0,,,,,8.7,22,1016.1,7.8,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T03:00:00,18.5,18.5,14.4,77.25,0,0,,,,18.2,2.4,334,1016.1,1.1,19.3,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T04:00:00,19.5,19.5,14.6,73.39,0,0,,,,,3.9,29,1015.5,7.8,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T05:00:00,18.5,18.5,14.3,76.23,0,0,,,,,8.4,43,1015.1,7.8,10,3.8,0,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T06:00:00,17.3,17.3,15.1,86.72,0,0,,,,5.4,2.4,149,1015.5,0.8,19.3,101.3,0.4,1,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T07:00:00,19.5,19.5,14.3,71.58,0,0,,,,,9.6,37,1015,7.8,10,276.4,1,3,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T08:00:00,22.6,22.6,14.4,60.05,0,0,,,,,9.2,29,1015.2,0,10,462.4,1.7,5,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T09:00:00,26.8,27.3,16.1,51.83,0,0,,,,8.4,5.8,27,1015.6,1.6,19.3,637.5,2.3,6,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T10:00:00,26.4,26.4,14.6,48.3,0,0,,,,,10.8,26,1015.5,26.7,19.3,786.8,2.8,8,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T11:00:00,26.2,26.2,14.5,48.43,0,0,,,,,10.7,35,1015.4,26.8,19.3,895.5,3.2,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T12:00:00,25,25,14.4,51.66,0,0,,,,20.2,16.8,24,1015.5,27,19.3,957.8,3.4,10,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T13:00:00,25.3,25.3,14.6,51.66,0,0,,,,,15.3,18,1015.3,27.4,19.3,961.8,3.5,10,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T14:00:00,26.2,26.2,14.8,49.39,0,0,,,,,10.8,11,1014.7,0.7,19.3,911.5,3.3,9,,Clear,clear-day,"17063099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T15:00:00,25.2,25.2,14.7,52.33,0,0,,,,21.7,16.9,16,1014.5,0.6,19.6,813.8,2.9,8,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T16:00:00,24.9,24.9,14.3,52.03,0,0,,,,,15.3,24,1014.4,0.6,19.6,670.8,2.4,7,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T17:00:00,24.3,24.3,13.8,51.99,0,0,,,,,12.3,17,1014.4,0.6,19.6,497.4,1.8,5,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T18:00:00,23,23,12.9,52.82,0,0,,,,21.6,12.3,22,1014.4,0,19.6,308.3,1.1,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T19:00:00,22.9,22.9,13.4,55.08,0,0,,,,,12.5,25,1014.5,0,19.6,126.4,0.5,1,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T20:00:00,22,22,12.8,55.61,0,0,,,,,10.8,53,1014.4,0,19.6,9.6,0,0,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T21:00:00,20.9,20.9,13.5,62.7,0,0,,,,21.8,4.7,54,1014.4,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-08T22:00:00,22.4,22.4,13.3,56.21,0,0,,,,,12.1,54,1014.3,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-08T23:00:00,21.7,21.7,12.7,56.53,0,0,,,,,7.8,65,1014.1,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T00:00:00,19.6,19.6,13.7,68.83,0,0,,,,7.9,2.3,86,1014.2,0,10.1,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T01:00:00,21.1,21.1,12.8,58.85,0,0,,,,,5.7,60,1013.8,0,20,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T02:00:00,21,21,13,60.18,0,0,,,,,5.7,46,1013.7,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T03:00:00,18.3,18.3,14.9,81.03,0,0,,,,7.9,2.2,113,1013.6,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T04:00:00,19.7,19.7,12.7,64.2,0,0,,,,,2.4,50,1013.2,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T05:00:00,19.6,19.6,12.8,64.55,0,0,,,,,4.5,44,1013.2,0,10,3.3,0,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T06:00:00,17.3,17.3,14.9,85.77,0,0,,,,5.4,1.9,152,1013.3,0,19.6,96.7,0.3,1,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T07:00:00,20.6,20.6,13.8,65.1,0,0,,,,,2.7,40,1013.4,0,10,271.5,1,3,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T08:00:00,23,23,14.8,59.75,0,0,,,,,3.9,146,1013.5,0,10,460,1.7,5,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T09:00:00,19,19,15.3,78.93,0,0,,,,8,7.2,129,1013.7,0,19.6,637,2.3,6,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T10:00:00,27.4,27,11.3,36.76,0,0,,,,,10.3,31,1015.3,0,19.6,785.5,2.8,8,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T11:00:00,29.8,29,13.1,35.96,0,0,,,,,5.6,81,1013.5,0,19.6,893.3,3.2,9,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T12:00:00,30.7,29.9,13.2,34.3,0,0,,,,8.1,6,75,1013.4,0,19.6,952.5,3.4,10,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T13:00:00,31.7,32.4,17.6,42.93,0,0,,,,,6,44,1013.2,0,19.6,955.8,3.4,10,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T14:00:00,30.6,31.4,17.9,46.5,0,0,,,,,7.9,21,1013,0.6,19.6,904.3,3.3,9,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T15:00:00,30.7,31.7,18.2,47.26,0,0,,,,14.7,9.3,20,1012.9,0.6,19.6,800.3,2.9,8,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T16:00:00,31,31.9,18,45.66,0,0,,,,,9.3,20,1012.7,1.5,19.3,655.8,2.4,7,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T17:00:00,29.3,30.2,18.2,51.36,0,0,,,,,10.5,13,1012.6,1.5,19.3,481,1.7,5,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T18:00:00,27.8,28.6,17.8,54.48,0,0,,,,16.4,10.5,20,1012.6,1.5,19.3,292.9,1.1,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T19:00:00,27.3,28.4,18.7,59.2,0,0,,,,,10.4,16,1012.8,0,19.6,116.3,0.4,1,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T20:00:00,26.5,26.5,17.8,58.84,0,0,,,,,7.4,17,1013.2,0.6,19.6,8.3,0,0,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T21:00:00,25.5,25.5,17.8,62.44,0,0,,,,16.4,2.6,36,1013.1,0.6,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-09T22:00:00,27.8,28.3,16.5,50.03,0,0,,,,,8.5,40,1013.4,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-09T23:00:00,27.6,28,16.1,49.53,0,0,,,,,7.9,45,1014,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T00:00:00,23.6,23.6,16.8,65.39,0,0,,,,5.7,2.3,329,1014.7,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T01:00:00,25.5,25.5,15.7,54.67,0,0,,,,,8.1,43,1014.2,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T02:00:00,24.7,24.7,15.9,58.06,0,0,,,,,7.4,59,1014.4,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T03:00:00,22,22,19.2,84.06,0,0,,,,9.3,2.4,50,1014.8,0,19.6,0,,0,,Clear,clear-night,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T04:00:00,23.5,23.5,16.7,65.59,0,0,,,,,10.6,57,1014.3,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T05:00:00,23,23,16.8,68.23,0,0,,,,,11.3,58,1014.5,0,10,3,0,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T06:00:00,21.3,21.3,20.2,93.48,0,0,,,,7.5,4.3,5,1015.2,0,19.6,93.5,0.3,1,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T07:00:00,23.5,23.5,18.3,72.35,0,0,,,,,11.2,70,1015.1,0,10,269.1,1,3,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T08:00:00,24.9,24.9,19.9,73.57,0,0,,,,,10.7,54,1015.7,0,10,461.3,1.7,5,,Clear,clear-day,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T09:00:00,27.6,30.2,22.2,72.68,0,0,,,,14.9,12.2,30,1016.2,27.6,19.6,642,2.3,6,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T10:00:00,28.1,30.7,21.8,68.54,0,0,,,,,13.9,26,1016.2,27.6,19.6,793.8,2.9,8,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T11:00:00,27.3,29.5,21.7,71.64,0,0,,,,,15.5,23,1016.4,27.6,19.6,903.5,3.3,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T12:00:00,27.1,29.1,21.5,71.66,0,0,,,,21.8,15.6,22,1016.8,28.3,19.3,962.5,3.5,10,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T13:00:00,27.2,29.4,21.8,72.2,0,0,,,,,15.8,22,1016.7,37,19.3,967.5,3.5,10,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T14:00:00,26.9,28.9,21.4,71.78,0,0,,,,,15.9,20,1016.5,28.2,19.3,917.5,3.3,9,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T15:00:00,26.8,28.7,21.4,72.51,0,0,,,,21.9,16,20,1016.4,28.2,19.3,817.3,2.9,8,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T16:00:00,26.5,26.5,21.4,73.72,0,0,,,,,16.1,22,1016.3,12,19.3,672.8,2.4,7,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T17:00:00,25.6,25.6,21,75.95,0,0,,,,,17.5,20,1016.4,28.3,19.3,497.1,1.8,5,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T18:00:00,24.4,24.4,20.9,81.09,0,0,,,,23.8,17.8,24,1016.2,11.8,19.3,306.5,1.1,3,,Clear,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T19:00:00,24.2,24.2,20.7,80.98,0,0,,,,,19.7,23,1015.9,28.6,19.3,123.9,0.4,1,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T20:00:00,23.7,23.7,19.9,79.18,0,0,,,,,19.5,33,1016.2,27.9,19.6,8.8,0,0,,Partially cloudy,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T21:00:00,23.1,23.1,20.1,83.31,0,0,,,,27.4,13.2,43,1016.7,27.9,19.6,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-10T22:00:00,23.7,23.7,19,74.96,0,0,,,,,17.2,62,1016.8,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-10T23:00:00,23.1,23.1,19.1,77.99,0,0,,,,,14,55,1016.7,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-11T00:00:00,22,22,19.4,84.97,0,0,,,,18.8,8,36,1017.1,25.2,19.6,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-11T01:00:00,22.7,22.7,19,79.63,0,0,,,,,10.9,51,1016.6,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-11T02:00:00,22.2,22.2,18.6,80.21,0,0,,,,,9.7,344,1016.2,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
"41.094064, 29.090658",2017-07-11T03:00:00,20.7,20.7,19.3,91.24,0,0,,,,18.8,5.6,53,1016.4,25.2,19.6,0,,0,,Partially cloudy,partly-cloudy-night,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"41.094064, 29.090658",2017-07-11T04:00:00,21.4,21.4,18.6,84.4,0,0,,,,,9.8,67,1015.7,0,10,0,,0,,Clear,clear-night,"17063099999,17064099999,17060099999"
